Name of observation                                                                  Observation ID
C/2009P1Garradd                                                                      00091265002
C/2009P1Garradd                                                                      00091265003
C/2009P1Garradd                                                                      00091265004
CometC/2022E3(ZTF)                                                                   05000312001
CometC/2022E3(ZTF)                                                                   05000312002
CometC/2022E3(ZTF)                                                                   05000312003
CometC/2022E3(ZTF)                                                                   05000312004
CometC/2022E3(ZTF)                                                                   05000312005
CometC/2022E3(ZTF)                                                                   05000312006
C/2017K2                                                                             05000237006
C/2017K2                                                                             05000339001
C/2017K2                                                                             05000339002
C/2017K2                                                                             05000339003
C/2017K2                                                                             05000339004
C/2017K2                                                                             05000339005
C/2017K2                                                                             05000339006
C/2013X1Panstarrs                                                                    00034260001
C/2017K2                                                                             05000047002
CometC/2022E3(ZTF)                                                                   05000287001
CometC/2022E3(ZTF)                                                                   05000287002
CometC/2022E3(ZTF)                                                                   05000287003
CometC/2022E3(ZTF)                                                                   05000287004
CometC/2022E3(ZTF)                                                                   05000287005
CometC/2022E3(ZTF)                                                                   05000287006
C/2017K2                                                                             05000182001
C/2017K2                                                                             05000182002
C/2017K2                                                                             05000182003
C/2017K2                                                                             05000182004
C/2017K2                                                                             05000182005
C/2017K2                                                                             05000182006
Comet73P/3-C                                                                         00030691001
C/2019Y4ATLAS                                                                        00013338003
C/2019Q4Borisov                                                                      00013233001
C/2014E2(Jacques)                                                                    00033360001
C/2014E2(Jacques)                                                                    00033360002
Comet64P/Swift-Gehrels                                                               00010849002
C/2019Q4Borisov                                                                      00013024002
Comet228P/LINEAR                                                                     00034919001
Comet228P/LINEAR                                                                     00034919002
Comet9P/Tempel1                                                                      00031944001
Comet9P/Tempel1                                                                      00031944002
C/2013A1(SidingSpring)                                                               00092002001
C/2013A1(SidingSpring)                                                               00092002002
C/2013A1(SidingSpring)                                                               00092002003
C/2013A1(SidingSpring)                                                               00092002004
COMET46P/WIRTANEN                                                                    00094410002
C/2015V2Johnson                                                                      00034863001
C/2015V2Johnson                                                                      00034863002
Comet141P/Macholz2                                                                   00014111002
C/2019Y4ATLAS                                                                        00013356003
Comet73P/3-C                                                                         00030549001
CometC/2022E3(ZTF)                                                                   05000294001
CometC/2022E3(ZTF)                                                                   05000294002
CometC/2022E3(ZTF)                                                                   05000294003
CometC/2022E3(ZTF)                                                                   05000294004
CometC/2022E3(ZTF)                                                                   05000294005
CometC/2022E3(ZTF)                                                                   05000294006
Comet73P/3-C                                                                         00030639001
C/2015V2Johnson                                                                      00094285003
2P/Encke                                                                             00091773001
2P/Encke                                                                             00091773002
C/2013X1Panstarrs                                                                    00034208001
C/2013X1Panstarrs                                                                    00034208002
Comet73P/3-C                                                                         00030634001
C/2012K1Panstarrs                                                                    00033211001
C/2012K1Panstarrs                                                                    00033211002
C/2019Y4ATLAS                                                                        00013318003
C/2013X1Panstarrs                                                                    00034265001
C/2013X1Panstarrs                                                                    00034265002
C/2013X1Panstarrs                                                                    00034265003
C/2013X1Panstarrs                                                                    00034265004
C/2013X1Panstarrs                                                                    00034265005
C/2013X1panstarrs                                                                    00034083001
C/2013X1panstarrs                                                                    00034083002
C/2013X1panstarrs                                                                    00034083003
C/2013A1(SidingSpring)                                                               00033425001
C/2013A1(SidingSpring)                                                               00033425002
C/2017K2                                                                             05000232001
C/2019Y4ATLAS                                                                        00013404001
CometC/2012S1ISON                                                                    00033018001
CometC/2012S1ISON                                                                    00033018002
Comet141P/Macholz2                                                                   00014124003
C/2019Y4ATLAS                                                                        00013320001
C/2019Q4Borisov                                                                      00011796001
CometC/2012S1(ISON)                                                                  00033005001
CometC/2012S1(ISON)                                                                  00033005002
CometC/2012S1(ISON)                                                                  00033005003
C/2019Q4Borisov                                                                      00012989003
Comet73P/3-C                                                                         00030717001
C/2013X1PANSTARRS                                                                    00034613001
CometHolmes                                                                          00031001001
Comet8P/Tuttle                                                                       00031088001
Comet73P/3-C                                                                         00030516001
C/2019Q4Borisov                                                                      00013139002
C/2017K2                                                                             05000048003
CometC/2012S1(ISON)                                                                  00032799001
CometC/2012S1(ISON)                                                                  00032799002
C/29P                                                                                05000061001
C/29P                                                                                05000061002
C/29P                                                                                05000061003
CometC/2022E3(ZTF)                                                                   05000276001
CometC/2022E3(ZTF)                                                                   05000276002
CometC/2022E3(ZTF)                                                                   05000276003
CometC/2013X1PANSTARRS                                                               00034723001
CometC/2013X1PANSTARRS                                                               00034723002
C/2019Y4ATLAS                                                                        00013430001
C/2019Y4ATLAS                                                                        00013322003
COMET41P/T-G-K                                                                       00093389002
COMET41P/T-G-K                                                                       00093389003
COMET41P/T-G-K                                                                       00093389004
COMET41P/T-G-K                                                                       00093389005
COMET41P/T-G-K                                                                       00093389006
COMET41P/T-G-K                                                                       00093389007
COMET41P/T-G-K                                                                       00093389008
COMET41P/T-G-K                                                                       00093389009
COMET41P/T-G-K                                                                       00093389010
COMET41P/T-G-K                                                                       00093389011
COMET41P/T-G-K                                                                       00093389012
COMET41P/T-G-K                                                                       00093389013
COMET41P/T-G-K                                                                       00093389014
COMET41P/T-G-K                                                                       00093389015
C/2015V2Johnson                                                                      00010156001
C/2015V2Johnson                                                                      00010156002
C/2015V2Johnson                                                                      00010156003
C/2013X1Panstarrs                                                                    00034253001
Comet8P/Tuttle                                                                       00031177001
Comet8P/Tuttle                                                                       00031177002
C/2015VL62                                                                           00093584001
C/2015VL62                                                                           00093584002
C/2015VL62                                                                           00093584003
C/2017K2                                                                             00096008002
CometC/2012S1ISON                                                                    00033019001
CometC/2012S1ISON                                                                    00033019002
C/2013X1CometPanstarrsorbit2                                                         00033977001
C/2013X1CometPanstarrsorbit2                                                         00033977002
C/2013X1CometPanstarrsorbit2                                                         00033977003
C/2015V2Johnson                                                                      00094173001
Comet41P                                                                             00093558001
Comet41P                                                                             00093558002
CometC/2022E3(ZTF)                                                                   05000295001
CometC/2022E3(ZTF)                                                                   05000295002
CometC/2022E3(ZTF)                                                                   05000295003
CometC/2022E3(ZTF)                                                                   05000295004
CometC/2022E3(ZTF)                                                                   05000295005
CometC/2022E3(ZTF)                                                                   05000295006
Comet73P/3-C                                                                         00030643001
C/2013A1SidingSpring                                                                 00033782001
C/2013A1SidingSpring                                                                 00033782002
Comet22P/Kopff                                                                       00031500001
2P/Encke_orb15_p1                                                                    00091804001
2P/Encke_orb15_p1                                                                    00091804002
C/2015VL62                                                                           00093591001
CometC/2009P1(Garradd)                                                               00091255001
CometC/2009P1(Garradd)                                                               00091255002
C/2019Q4Borisov                                                                      00013220001
C/2019Q4Borisov                                                                      00013220002
C/2019Q4Borisov                                                                      00013220003
C/2015VL62                                                                           00010132001
CometC/2012S1(ISON)                                                                  00032692001
CometC/2012S1(ISON)                                                                  00032692002
CometC/2014E2(Jacques)                                                               00033293001
CometC/2014E2(Jacques)                                                               00033293002
CometC/2022E3(ZTF)                                                                   05000251002
Comet73P/3-C                                                                         00030587001
Comet73P/3-C                                                                         00030681001
C/2019Y4ATLAS                                                                        00013330003
Comet2015V2Johnson                                                                   00034898001
C/2019Q4Borisov                                                                      00012371001
2P/Encke_orb3_p2                                                                     00091781001
2P/Encke_orb3_p2                                                                     00091781002
2P/Encke_orb3_p2                                                                     00091781003
C/2013X1Panstarrs                                                                    00034256001
C/2013X1Panstarrs                                                                    00034256002
C/2017K2                                                                             05000078001
2P/Encke_orb15_p2                                                                    00091805001
2P/Encke_orb15_p2                                                                    00091805002
2P/Encke_orb15_p2                                                                    00091805003
C/2015V2Johnson                                                                      00094316002
C/2019Q4Borisov                                                                      00013144003
Comet73P/3-C                                                                         00030696001
Comet2013X1Panstarrs                                                                 00034873001
Comet2013X1Panstarrs                                                                 00034873002
Comet2013X1Panstarrs                                                                 00034873003
C/2019Y4ATLAS                                                                        00013348001
Comet73P/3-C                                                                         00030415002
C/2013X1PANSTARRS                                                                    00034611001
C/2013X1PANSTARRS                                                                    00034611002
C/2013X1PANSTARRS                                                                    00034611003
C/2013X1PANSTARRS                                                                    00034611004
C/2013X1PANSTARRS                                                                    00034611005
C/2019Y4ATLAS                                                                        00013364003
Comet8P/Tuttle                                                                       00031050001
Comet8P/Tuttle                                                                       00031050002
C/2015V2Johnson                                                                      00034735001
C/2015V2Johnson                                                                      00034735002
C/2015V2Johnson                                                                      00034735003
C/2013A1SidingSpring                                                                 00092014001
C/2013A1SidingSpring                                                                 00092014002
C/2017K2                                                                             05000067001
C/2017K2                                                                             05000067002
C/2013A1(SIDINGSPRING)                                                               00092004001
C/2017K2                                                                             05000071001
C/2017K2                                                                             05000071002
Comet141P/Macholz2                                                                   00014140002
CometC/2014E2(Jacques)                                                               00033400001
CometC/2014E2(Jacques)                                                               00033400002
Comet8P/Tuttle                                                                       00031170001
Comet8P/Tuttle                                                                       00031170002
C/2019Q4Borisov                                                                      00011789001
COMET46P/WIRTANEN                                                                    00094398002
C/2019Q4Borisov                                                                      00013163003
CometC1/2013SidingSprings                                                            00033147001
CometC1/2013SidingSprings                                                            00033147002
CometC1/2013SidingSprings                                                            00033147003
CometC/2012K1(panstarrs)                                                             00033858001
CometC/2012K1(panstarrs)                                                             00033858002
CometC/2012K1(panstarrs)                                                             00033858003
CometC/2022E3(ZTF)                                                                   05000246001
Comet73P/3-C                                                                         00030632001
C/2017K2                                                                             00095995001
C/2013X1Panstarrs                                                                    00034211001
C/2013X1Panstarrs                                                                    00034211002
C/2013X1PANSTARRS                                                                    00034582001
C/2013X1PANSTARRS                                                                    00034582002
C/2017K2                                                                             00096004002
C/2013X1Panstarrs                                                                    00034255001
C/2013X1Panstarrs                                                                    00034255002
C/2013X1Panstarrs                                                                    00034255003
C/2013X1Panstarrs                                                                    00034255004
C/2013X1Panstarrs                                                                    00034255005
Comet2015V2Johnson                                                                   00010082001
2P/Encke_orb4_p1                                                                     00091782001
2P/Encke_orb4_p1                                                                     00091782002
C/2015V2Johnson                                                                      00094297003
C/2015V2Johnson                                                                      00010008001
C/2019Q4Borisov                                                                      00012993003
C/2013US10(Catalina)                                                                 00034020001
C/2013US10(Catalina)                                                                 00034020002
C/2013US10(Catalina)                                                                 00034020003
C/2013US10(Catalina)                                                                 00034020004
C/2013US10(Catalina)                                                                 00034020005
C/2013X1PANSTARRS                                                                    00034580001
2P/Encke_orb12_p2_makeup                                                             00091811001
2P/Encke_orb12_p2_makeup                                                             00091811002
2P/Encke_orb12_p2_makeup                                                             00091811003
CometHolmes                                                                          00030998001
Comet2015VL62                                                                        00034913001
Comet2015VL62                                                                        00034913002
C/2012K1Panstarrs                                                                    00033073001
C/2012K1Panstarrs                                                                    00033073002
C/2012K1Panstarrs                                                                    00033073003
C/29P                                                                                05000052001
C/29P                                                                                05000052002
C/29P                                                                                05000052003
CometC/2022E3(ZTF)                                                                   05000272001
CometC/2022E3(ZTF)                                                                   05000272002
CometC/2022E3(ZTF)                                                                   05000272003
C/2017K2                                                                             05000201005
CometC/2009P1                                                                        00091213001
CometC/2009P1                                                                        00091213002
C/2017K2                                                                             05000027002
Comet8P/Tuttle                                                                       00031120001
Comet8P/Tuttle                                                                       00031120002
C/2017K2                                                                             05000040003
C/2019Q4Borisov                                                                      00011812001
C/2013A1SidingSpring                                                                 00033505001
C/2013A1SidingSpring                                                                 00033505002
C/2013A1SidingSpring                                                                 00033505003
C/2013A1SidingSpring                                                                 00033505004
C/2014E2(Jacques)                                                                    00033366001
C/2014E2(Jacques)                                                                    00033366002
Comet141P/Macholz2                                                                   00014141003
CometC/2022E3(ZTF)                                                                   05000329001
CometC/2022E3(ZTF)                                                                   05000329002
CometC/2022E3(ZTF)                                                                   05000329003
CometC/2022E3(ZTF)                                                                   05000329004
CometC/2022E3(ZTF)                                                                   05000329005
CometC/2022E3(ZTF)                                                                   05000329006
Comet8P/Tuttle                                                                       00031145001
Comet8P/Tuttle                                                                       00031145002
CometC/2012S1ISON                                                                    00033016001
CometC/2012S1ISON                                                                    00033016002
C/2013A1SidingSpring                                                                 00092211001
C/2013A1SidingSpring                                                                 00092211002
C/2017K2                                                                             05000003002
C/2017K2                                                                             00095991001
C/2015V2(Johnson)                                                                    00010288001
C/2015V2(Johnson)                                                                    00010288002
C/2013US10(Catalina)                                                                 00034022001
C/2013US10(Catalina)                                                                 00034022002
C/2013US10(Catalina)                                                                 00034022003
C/2013US10(Catalina)                                                                 00034022004
C/2013US10(Catalina)                                                                 00034022005
C/2015VL62                                                                           00093592002
COMET46P/WIRTANEN                                                                    00094381001
COMET46P/WIRTANEN                                                                    00094381002
COMET46P/WIRTANEN                                                                    00094381003
Comet29P/Schwassmann-Wachmann1                                                       00031614001
Comet29P/Schwassmann-Wachmann1                                                       00031614002
C/2017K2                                                                             05000198002
Comet73P/3-C                                                                         00030656001
Comet22P/Kopff                                                                       00031452001
C/2015V2(Johnson)                                                                    00010217001
Comet41P                                                                             00093563001
Comet41P                                                                             00093563002
Comet41P                                                                             00093563003
Comet41P                                                                             00093563004
Comet41P                                                                             00093563005
CometK1Panstarrs                                                                     00033437001
CometK1Panstarrs                                                                     00033437002
C/2013X1Panstarrs                                                                    00034151001
C/2013X1Panstarrs                                                                    00034151002
C/2013X1Panstarrs                                                                    00034151003
C/2013X1Panstarrs                                                                    00034151004
C/2013X1Panstarrs                                                                    00034151005
CometCatalinaOrbit4                                                                  00034473001
CometCatalinaOrbit4                                                                  00034473002
CometGarradd                                                                         00091576001
Comet8P/Tuttle                                                                       00031134001
Comet8P/Tuttle                                                                       00031134002
CometHolmes                                                                          00031004001
CometHolmes                                                                          00031004002
C/2013US10(Catalina)                                                                 00034426001
C/2019Q4Borisov                                                                      00012126001
Comet41P                                                                             00010107001
Comet41P                                                                             00010107002
Comet73P/3-C                                                                         00030616001
Comet41P                                                                             00010100001
Comet41P                                                                             00010100002
Comet41P                                                                             00010100003
Comet41P                                                                             00010100004
Comet41P                                                                             00010100005
Comet73P/3-C                                                                         00030536001
Comet8P/Tuttle                                                                       00031020001
Comet8P/Tuttle                                                                       00031020002
C/2013A1SidingSpring                                                                 00033944001
C/2013A1SidingSpring                                                                 00033944002
C/2013A1SidingSpring                                                                 00033944003
Comet81P/Wild-2                                                                      00031671001
Comet81P/Wild-2                                                                      00031671002
Comet8P/Tuttle                                                                       00031126001
Comet8P/Tuttle                                                                       00031126002
Comet8P/Tuttle                                                                       00031126003
C/2019Q4Borisov                                                                      00012136001
C/2014E2(Jacques)                                                                    00033356001
C/2014E2(Jacques)                                                                    00033356002
C/2014E2(Jacques)                                                                    00033356003
C/2019Y4ATLAS                                                                        00013414001
Comet73P/3-C                                                                         00030541001
Comet73P/3-C                                                                         00030521001
C/2017K2                                                                             00095948003
CometP/2010A2(LINEAR)                                                                00031608001
C/2013US10CatalinaOrbit2Ptg2                                                         00034317001
COMET46P/WIRTANEN                                                                    00094401002
Comet73P/3-C                                                                         00030672001
C/2017K2                                                                             05000046001
Comet64P/Swift-Gehrels                                                               00010837002
C/2017K2                                                                             05000193004
C/2014E2(Jacques)                                                                    00033359001
C/2014E2(Jacques)                                                                    00033359002
C/2014E2(Jacques)                                                                    00033359003
CometC/2022E3(ZTF)                                                                   05000299001
CometC/2022E3(ZTF)                                                                   05000299002
CometC/2022E3(ZTF)                                                                   05000299003
CometC/2022E3(ZTF)                                                                   05000299004
CometC/2022E3(ZTF)                                                                   05000299005
CometC/2022E3(ZTF)                                                                   05000299006
Comet64P/Swift-Gehrels                                                               00010850003
C/2014E2(Jacques)                                                                    00033258001
C/2014E2(Jacques)                                                                    00033258002
C/2015V2(Johnson)                                                                    00010289001
CometC/2022E3(ZTF)                                                                   05000292001
CometC/2022E3(ZTF)                                                                   05000292002
CometC/2022E3(ZTF)                                                                   05000292003
CometC/2022E3(ZTF)                                                                   05000292004
CometC/2022E3(ZTF)                                                                   05000292005
CometC/2022E3(ZTF)                                                                   05000292006
Comet88P/Howell                                                                      00013745001
C/2017K2                                                                             05000244006
C/2019Q4Borisov                                                                      00013247001
Comet73P/3-C                                                                         00030682001
C/2015V2Johnson                                                                      00094307001
2P/Encke_orb12_p2                                                                    00091799001
2P/Encke_orb12_p2                                                                    00091799002
2P/Encke_orb12_p2                                                                    00091799003
C/2015VL62                                                                           00010135001
C/2015VL62                                                                           00010135002
C/2019Q4Borisov                                                                      00012347001
Comet90P/Gehrels                                                                     00034890001
Comet90P/Gehrels                                                                     00034890002
Comet8P/Tuttle                                                                       00031109001
Comet141P/Macholz2                                                                   00014191001
Comet64P/Swift-Gehrels                                                               00010840001
C/2015V2Johnson                                                                      00094295001
C/2019Q4Borisov                                                                      00013019001
C/2019Q4Borisov                                                                      00012360002
C/2014E2(Jacques)                                                                    00033363001
Comet90P/Gehrels                                                                     00034893001
Comet90P/Gehrels                                                                     00034893002
C/2019Q4Borisov                                                                      00012142001
COMET46P/WIRTANEN                                                                    00094386002
COMET46P/WIRTANEN                                                                    00094436001
C/2019Y4ATLAS                                                                        00013442003
Comet41P                                                                             00010090001
Comet41P                                                                             00010090002
Comet41P                                                                             00010090003
Comet41P                                                                             00010090004
Comet41P                                                                             00010090005
Comet8P/Tuttle                                                                       00031110001
C/2019Q4Borisov                                                                      00013227001
Comet73P/3-C                                                                         00030588001
Comet41P                                                                             00010106001
Comet41P                                                                             00010106002
Comet41P                                                                             00010106003
Comet41P                                                                             00010106004
Comet41P                                                                             00010106005
CometC/2022E3(ZTF)                                                                   05000261001
CometC/2022E3(ZTF)                                                                   05000261002
CometC/2022E3(ZTF)                                                                   05000261003
C/2019Y4ATLAS                                                                        00013332001
C/2019Q4Borisov                                                                      00013219001
C/2019Q4Borisov                                                                      00013219002
C/2019Q4Borisov                                                                      00013219003
C/2015V2Johnson                                                                      00094313003
C/2013A1SidingSpring                                                                 00092209001
Comet73P/3-C                                                                         00030619001
CometC/2022E3(ZTF)                                                                   05000337002
CometC/2022E3(ZTF)                                                                   05000337003
CometC/2022E3(ZTF)                                                                   05000337004
CometC/2022E3(ZTF)                                                                   05000337005
CometC/2022E3(ZTF)                                                                   05000337006
CometGarradd                                                                         00091575001
Comet8P/Tuttle                                                                       00031195001
Comet8P/Tuttle                                                                       00031195002
CometC/2009P1                                                                        00091211001
CometC/2009P1                                                                        00091211002
PANSTARRS(C/2012K1)                                                                  00092036001
PANSTARRS(C/2012K1)                                                                  00092036002
PANSTARRS(C/2012K1)                                                                  00092036003
CometC/2014E2(Jacques)                                                               00033290001
CometC/2014E2(Jacques)                                                               00033290002
COMET46P/WIRTANEN                                                                    00094444001
C/2013A1(SidingSprings)                                                              00092006001
C/2013A1(SidingSprings)                                                              00092006002
C/2013A1(SidingSprings)                                                              00092006003
Comet73P/3-C                                                                         00030412001
Comet73P/3-C                                                                         00030412002
CometK1Panstarrs                                                                     00033436001
CometK1Panstarrs                                                                     00033436002
CometC/2022E3(ZTF)                                                                   05000270001
CometC/2022E3(ZTF)                                                                   05000270002
CometC/2022E3(ZTF)                                                                   05000270003
CometC/2012S1(ISON)                                                                  00032695001
CometC/2012S1(ISON)                                                                  00032695002
C/2015V2Johnson                                                                      00010012001
C/2015V2Johnson                                                                      00010012002
2P/Encke_orb2_p2                                                                     00091779001
2P/Encke_orb2_p2                                                                     00091779002
2P/Encke_orb2_p2                                                                     00091779003
CometC/2012S1(ISON)                                                                  00032696001
CometC/2012S1(ISON)                                                                  00032696002
C/2015V2Johnson                                                                      00094264002
C/2015VL62                                                                           00093596002
Comet73P/3-C                                                                         00030677001
